Id	Sentence_1	Sentence_2	Class	Cosine_distance_layer_1	Cosine_distance_layer_2	Cosine_distance_layer_3	Cosine_distance_layer_4	Cosine_distance_layer_5	Cosine_distance_layer_6	Cosine_distance_layer_7	Cosine_distance_layer_8	Cosine_distance_layer_9	Cosine_distance_layer_10	Cosine_distance_layer_11	Cosine_distance_layer_12
1924	O sei già in movimento, o ti sei fatto le domande quando nessuno ti faceva le domande; oppure, se l'iniziativa arriva dal marketing, vuol dire che qualcuno, tra i tuoi clienti, ha già visto un qualche cosa fatto da qualcun altro, ed è troppo tardi.	La seconda caratteristica importante è l'autorialità, perché noi siamo cresciuti in un mondo in cui si dà un grandissimo valore al genio individuale, all'uomo della provvidenza.	0	0.0221	0.0433	0.0299	0.0203	0.0214	0.0225	0.0271	0.0239	0.0159	0.0155	0.0194	0.0354
141787	E poi ci sono delle applicazioni di CRISPR che sono di tipo molto più ludico.	"Per esempio, sono stati fatti dei ""micro pet"", dei piccoli maialini delle dimensioni di un gattino che quindi possono essere utilizzati come animali domestici."	0	0.0171	0.038	0.0397	0.0295	0.0391	0.0419	0.0377	0.0396	0.0549	0.0922	0.2635	0.2325
125717	Di notte, i nostri occhi non vedono così bene questi colori nel buio.	Al contrario, con la macchina fotografica possiamo ottenere questi risultati.	0	0.0188	0.0323	0.0292	0.0198	0.0267	0.0226	0.0223	0.0224	0.0309	0.0565	0.1429	0.225
123473	Per la prima volta in Italia una persona ha deciso di donare un rene a uno sconosciuto, senza chiedere niente in cambio, restando nell'anonimato.	Questo è un rene di un paziente che lo donerà per trapianto a un famigliare.	1	0.0196	0.0365	0.0497	0.0343	0.0449	0.0412	0.0408	0.0609	0.073	0.107	0.1301	0.1313
66520	Cioè la possibilità di cambiare caratteristiche fisiche un po' superflue.	Voglio lasciarvi con un'ultima riflessione.	1	0.027	0.0325	0.0408	0.0309	0.0434	0.0419	0.0391	0.0406	0.0318	0.0716	0.2787	0.2849
161725	Lei sembra l'eroe di una tragedia greca: cerca di ribellarsi a un destino inesorabile, a un fato maligno, perché fa tutto giusto... e poi diventa tutto sbagliato, tutte le scelte che lei fa.	"Con questo figlio, Sabri, che a 18 anni, dopo aver ricevuto il lavaggio del cervello da una organizzazione apparentemente di beneficenza, che si chiamava ""Sharia for Belgium"", decide di partire."	0	0.0186	0.0352	0.0591	0.049	0.0455	0.0385	0.0397	0.061	0.0617	0.0796	0.1043	0.1676
160536	E inevitabilmente, vengono accelerati una serie di aspetti, sia sociali, che economici.	Questo, per noi è un impatto.	0	0.0369	0.0442	0.0369	0.0277	0.0416	0.0458	0.0474	0.0534	0.0731	0.1241	0.1664	0.233
90584	Ho cercato di allinearmi un po' agli standard, quindi ho cercato di ridimensionare un po' tutti i miei sogni e, vabbè, questa cosa non è bella, perchè un bambino dovrebbe sognare sempre in grande, dovrebbe sempre cercare di volere il massimo, di fare l'astronauta, o di fare l'attore famoso, o, che ne so, di scrivere canzoni migliori, quelli devono essere i sogni.	Poi ci penserà la vita a dirti che non ce la puoi fare, ma un bambino non può smettere di sognare, eppure io ero costretta a farlo perchè non riuscivo, perchè già vedevo in classe che arrivavo dopo gli altri.	0	0.018	0.026	0.0411	0.0261	0.0302	0.0286	0.0365	0.0511	0.072	0.0845	0.167	0.113
33971	Ora che il nonno non c'è Lucas è...? ' Lucas: 'Triste' Io: 'Triste.	"Invece quando c'era nonno? ' Lucas: 'Prima… altra… no c'era nonno… non c'era nonno… altra c'era nonno' Io: 'Prima c'era nonno… ed era diverso… ora nonno non c'è più' Lucas: 'Prima ncontrare… c'era nonno… dopo c'era nonno, dopo c'era nonno"" Io: 'Allora' Lucas: 'Dopo pronunciato correttamente c'era nonno… ncontrare' Io: 'Vorresti che fosse qui? ' Lucas: 'ncontrare… ncontrare non c'è più' Io: 'Ora non c'è più' Lucas: 'No ncontrare prima altra… prima due… prima altra' Io: 'Prima eravate in due… e ora? ' Lucas: 'Prima c'ero…' 20 secondi dopo Lucas: 'C'era nonno."	0	0.0454	0.0791	0.0639	0.052	0.0521	0.0688	0.082	0.0774	0.065	0.0651	0.0668	0.1146
132856	Tutti con gli occhi chiusi.	E iniziate a immaginare di essere a casa vostra.	0	0.0342	0.0677	0.063	0.0384	0.0501	0.0602	0.07	0.0756	0.1143	0.2675	0.6823	0.4599
64897	E poi, quando lo guardi con più attenzione, rivedi di nuovo l'Italia, ma capita che la vedi così.	Dove siamo qui?	1	0.0875	0.1438	0.1325	0.0862	0.0836	0.0823	0.104	0.1546	0.1812	0.2388	0.4653	0.2091
147068	E quindi, era nata anche la voglia di mettersi poi in gioco e di contribuire alla ricerca spaziale.	"Dopo circa un anno di studi e anche qualche fallimento, nel 2016 abbiamo avuto la straordinaria notizia di esser stati selezionati proprio per uno di questi bandi, il bando "" Drop Your Thesis"", che permette di testare il proprio esperimento nella torre di caduta di Brema che vedete alle mie spalle, e che è una delle strutture che si ha sulla terra per simulare la condizione di assenza di peso dello spazio."	0	0.0225	0.0506	0.0609	0.0459	0.059	0.0642	0.0619	0.0675	0.0737	0.1216	0.1799	0.205
24025	Quando succede, il fitoplancton sparisce.	"E la domanda è: ""E a me?"	0	0.0407	0.0726	0.0575	0.0398	0.0462	0.0417	0.0438	0.0571	0.0652	0.1018	0.2121	0.4242
198973	A una festa, una sera, conosce l'uomo che le chiederà di sposarla.	Ha un anno in più di lei, si chiama Barry Rhodes, è un veterano come lei della guerra, un ex - pilota dell'aeronautica, che frequenta la facoltà di ingegneria al Lafayette College, a Easton in Pennsylvania.	0	0.0247	0.0407	0.0411	0.0301	0.0301	0.034	0.0503	0.0483	0.0463	0.0446	0.0819	0.123
178626	Me lo sono chiesta un miliardo di volte, mi sono domandata se mai avrei trovato nella vita una persona che era in grado di amarmi e di sostenermi per la persona che sono io, interiormente, e non basandosi solo sul fatto di essere diversa, di avere un aspetto diverso dagli altri.	Si perdevano un sacco di ore noiosissime per fare invece dei laboratori artistici grandiosi.	1	0.0343	0.0503	0.0542	0.037	0.0412	0.0475	0.0591	0.0842	0.1044	0.1572	0.5409	0.621
98993	E ho iniziato a notare qualcosa.	Bel mix, no?	1	0.0389	0.0664	0.0827	0.0553	0.0644	0.0649	0.0919	0.1368	0.2051	0.228	0.2562	0.4084
119864	Non ci interessa la parte dell'iceberg che si vede: sì, lo vedono tutti, questo lo può vedere la medicina tradizionale.	Eh no: il farmaco viene dopo.	1	0.0415	0.0419	0.0551	0.0475	0.0446	0.0508	0.059	0.0722	0.0945	0.1445	0.1989	0.1247
170316	Google lo sa, quindi previene la situazione.	Il profiling è una cosa buona, fino a quando non diventa ragione di discriminazione, quando perpetra tra quelli che sono i pregiudizi che nella società già ci sono e che l'intelligenza artificiale facilita.	0	0.0315	0.0427	0.0561	0.0431	0.0516	0.0493	0.0592	0.0964	0.1268	0.1916	0.2	0.1538
116097	È morto due anni fa, dopo una lunga malattia, e ha passato gli ultimi giorni della sua vita in un hospice, le strutture ospedaliere dove ti accolgono se non c'è più nulla da fare.	Pensate a quante idee avete voi, invece.	1	0.0496	0.0708	0.0895	0.0573	0.0606	0.0659	0.078	0.0981	0.136	0.2261	0.5144	0.5782
107369	Ma non basta, perché, se ci pensate, i rivelatori non ci fanno vedere un fenomeno, ci fanno vedere un prodotto.	Piastrelline di 10x10 cm che hanno riempito un cubo di 1 m di lato.	1	0.0407	0.0552	0.0393	0.0255	0.0285	0.0333	0.0299	0.0391	0.0576	0.0583	0.1129	0.1945
136352	Questo è un freelance probabilmente.	Persone che hanno trovato il proprio ikigai.	0	0.0469	0.0394	0.0346	0.0237	0.0292	0.0315	0.0378	0.0467	0.0497	0.0674	0.0654	0.0808
114113	Io non sono una ricercatrice, ma quando ho cominciato a interessarmi di queste connessioni e di questi incroci, ho voluto condurre un'indagine.	Poi ancora la capacità di non prendere un rimprovero sul personale.	1	0.0242	0.044	0.0524	0.0332	0.0343	0.0339	0.0338	0.0492	0.062	0.1042	0.14	0.08
149047	Alcuni miei amici gay si chiamano frocio tra di loro.	All'inizio la cosa mi confondeva, 'È un problema solo se lo uso io? ' A parte che a qualcuno dà fastidio anche detto all'interno della comunità, ma comunque un conto è se è un ragazzo gay a usare il termine 'frocio', per depotenziarlo.	0	0.0473	0.0714	0.0717	0.048	0.0566	0.0622	0.0687	0.0995	0.1563	0.2317	0.4073	0.3583
96353	L'algoritmo aveva cominciato a prendere e riusciva a prevedere la caduta prima del'impatto, con una buona accuratezza, e soprattutto si migliorava mano a mano che lo alimentavo con nuovi dati.	È abbastanza imbarazzante ammetterlo adesso, di fronte a 2.000 persone e a tutti quelli che ci guardano in streaming, ma adesso so che avevo costruito un ottimo strumento per la prevenzione delle cadute, ma solo degli uomini!	0	0.0172	0.0365	0.0451	0.0333	0.0375	0.0282	0.0293	0.0342	0.0435	0.0632	0.0854	0.0901
62762	Mamma, Doomsday è sceso una volta sola per le strade di Metropolis, ma bussa ogni giorno ai nostri oblò: siamo guerrieri, sì, ma al suo cospetto, davanti al Giorno del Giudizio, l'intera Justice League e perfino Superman sono caduti.	Ne facciamo tanti di interventi così, abbiamo esperienza.	1	0.0442	0.0597	0.055	0.045	0.0468	0.053	0.066	0.1083	0.1467	0.2305	0.5361	0.4336
122960	E poi chiedetegli di dirvi come vede la vostra relazione, come vede la vostra danza, come la descriverebbe da un punto di vista estetico.	Il riconoscere che è diverso e non cercare di cambiarlo, stare con l'alterità.	1	0.0184	0.0225	0.0377	0.0278	0.0313	0.0302	0.0331	0.0614	0.0954	0.1113	0.1852	0.1827
31845	È cambiato il paradigma economico!	Noi non potevamo non aspettarci la più grande crisi economica, che in effetti si è verificata nel 2008.	0	0.0408	0.0556	0.0512	0.0416	0.0401	0.0442	0.043	0.0526	0.0528	0.0744	0.0596	0.0998
26147	O che fosse normale che le donne non potessero votare alle elezioni: guardate, è stato normale nel nostro civilissimo paese fino al dopoguerra!	Poi, a un certo punto, qualcuno ha detto: basta.	0	0.0331	0.0505	0.0527	0.0357	0.0421	0.0518	0.0501	0.0628	0.0854	0.1202	0.1652	0.304
26110	In un futuro un po' più lontano, ci vorranno forse dei decenni, l'inchiostro delle stampanti 3D potrebbe essere fatto da cellule, dalle nostre cellule, da cellule umane.	Quindi potrà diventare possibile costruire in laboratorio dei reni artificiali da poter trapiantare per salvare dalla dialisi tutti quelli che sono in dialisi senza più dover dipendere dalla generosità di un donatore, di un famigliare o di un parente di un donatore non più in vita.	0	0.016	0.0284	0.0516	0.0308	0.0316	0.036	0.0348	0.0486	0.0721	0.1054	0.1285	0.0855
108115	A me interessava quello che succede sotto al tavolo.	Quindi ogni cosa è vettore, una forma come contenuto.	0	0.0351	0.0573	0.0497	0.0307	0.0445	0.0389	0.036	0.0331	0.0461	0.0772	0.0854	0.1336
123462	Imparare la lingua dell'altro è un aprirsi alla sua cultura, è un accettarla in modo degno, lasciandosene arricchire senza cedere e senza perdere la propria.	È un momento in cui ti senti addosso una coperta gelida: sai di avere ragione, sai che quello che ti è successo non dipende da te, eppure nessuno ti ascolta.	1	0.0211	0.0401	0.0458	0.0279	0.0227	0.0242	0.0262	0.0365	0.0515	0.0578	0.0667	0.1016
131652	In definitiva, il messaggio è: affrontiamo l'ego.	Affrontiamolo in noi, aiutiamo gli altri ad affrontarlo, affrontiamolo nel mondo del lavoro perché il design, in fondo, è molto umile.	0	0.0191	0.0344	0.0483	0.0371	0.0416	0.0477	0.0441	0.0622	0.0967	0.1393	0.3259	0.3503
159600	Immaginate un quartiere, un quartiere che è caratterizzato dalla presenza di una pluralità di culture.	Potrebbe dotarsi di operatori transculturali che facilitino la comunicazione tra i residenti.	0	0.0193	0.0364	0.0343	0.028	0.0366	0.0352	0.0369	0.0449	0.0575	0.0938	0.0622	0.1139
79673	Però, mentre c'era Auschwitz, mentre c'erano i bombardamenti, mentre ci uccidevamo tra di noi, qualcuno coltivava l'utopia della libertà, quell'utopia della libertà che c'è stata nei paesi dell'Est, nei paesi comunisti, da parte di Jan Palach e di tanti altri.	Quell'utopia che ha accompagnato il desiderio di libertà in tante parti del mondo, dove sembrava normale che non si potesse avere le proprie opinioni.	0	0.0204	0.0253	0.0388	0.0291	0.0376	0.0428	0.0605	0.0585	0.0504	0.0486	0.0565	0.0935
164501	Dal nero profondo, un crepitio di luci ci sta piovendo addosso: grandi, piccole, brillanti, tenui.	Stasera abbiamo avuto dei viaggi: un viaggio fotografico, un viaggio all'interno di una storia di un paese, un viaggio all'interno delle persone, e anch'io ho un piccolo viaggio.	1	0.0287	0.0393	0.0576	0.04	0.0421	0.0351	0.0353	0.0691	0.079	0.0934	0.1098	0.122
74799	Cos'è la seconda rivoluzione quantistica?	Per raccontarvelo, voglio partire da una cosa che mi è successa ormai 20 anni fa, quando la mia prima settimana, finito il dottorato, il mio primo lavoro all'Università di Innsbruck, prendo la bici, esco dalla cantina, mi viene incontro una limousine nera.	0	0.0336	0.0516	0.0571	0.0494	0.0612	0.0743	0.0986	0.0876	0.0725	0.075	0.1392	0.4444
186396	In fondo, cambiare significa proprio questo: avere un altro punto di vista, immaginare qualche cosa che non riusciamo neanche a concepire.	Il quadro è chiaramente molto più complicato di un cavallo, anche perché questo cavallo è in un groviglio di corpi nudi di uomini, di gladiatori, appunto.	1	0.0199	0.0354	0.0277	0.0219	0.0174	0.0195	0.025	0.0283	0.0314	0.0666	0.1872	0.1724
97123	Un dialogo globale, o un monologare collettivo se volete, che ha dei numeri impressionanti.	Ancora, da una parte, l'apertura a tutti, a tutti noi di una finestra di dialogo con un'audience potenzialmente globale ha spossessato il fotografo professionista del suo ruolo esclusivo come produttore e distributore di immagini, ne ha messo in crisi la funzione sociale, la posizione economica.	1	0.0213	0.0362	0.051	0.0487	0.0652	0.0608	0.07	0.1015	0.1145	0.1556	0.2788	0.2189
59585	È vero che si muovono anche i ghiacciai anche le montagne, la terra si muove, però il vento e l'acqua sono associati anche alla vita.	In casa sua ho spostato il tavolo.	1	0.0426	0.0603	0.0646	0.0478	0.0552	0.0544	0.061	0.0775	0.0869	0.129	0.1864	0.1526
96851	Prendiamo un caso molto semplice, con cui tutti voi sarete, immagino, familiari: comprare vestiti online.	"Andate su un e - commerce, scrivete una parola, ""tubino"", e premete Invio."	0	0.0392	0.0454	0.0369	0.0239	0.0242	0.0248	0.023	0.0263	0.0305	0.0357	0.0656	0.118
60339	Avevo un sogno: creare una banda di integrazione di diverse età e diverse abilità.	Le percussioni sono così veloci, così immediate.	0	0.0308	0.0475	0.058	0.0437	0.0546	0.0596	0.0607	0.0598	0.0614	0.0687	0.062	0.0724
13489	"Per reinserire questa massa di uomini adulti nella vita civile, il presidente Roosevelt firma un provvedimento che è passato alla storia come ""G.I."	Una grande copertura, un grande investimento di 500 milioni di dollari, che offre tra l'altro delle borse di studio per frequentare l'università.	0	0.0166	0.0333	0.0444	0.0323	0.0348	0.0328	0.0307	0.0532	0.065	0.1126	0.1516	0.2559
147712	Ma preoccupiamoci di cosa mangia, preoccupiamoci se quello che mangia è importante per la sua salute.	Dalle piante!	1	0.0624	0.0574	0.0905	0.0685	0.0954	0.1537	0.2407	0.3317	0.4353	0.6838	0.888	0.5774
188826	Questo è un gioco che si chiamava Deus Ex Machina, realizzato da una ditta inglese, Automata 284.	Un livello più alto di espressione proprio artistica, direi.	1	0.029	0.0623	0.0509	0.0372	0.0427	0.0429	0.0426	0.0552	0.0802	0.0958	0.1898	0.2984
63944	Mentre se penso a Caravaggio e Leonardo, non mi viene in mente.	Questi sono due esempi classici di insegnamento e di studio del disegno, forse gli occidentali più importanti che abbiamo avuto nel disegno, ossia Leonardo e Leon Battista Alberti, quest'ultimo fu l'inventore della prospettiva moderna, e Leonardo con i suoi studi tecnici di anatomia.	1	0.032	0.0562	0.0546	0.0385	0.0438	0.0519	0.0582	0.0871	0.1016	0.1363	0.1021	0.1433
120408	Eravamo ad un open - day di una palestra, c'erano tantissimi sport, Chiara ha visto dei ragazzi arrampicare e voleva andare ad arrampicare.	Io e la mamma eravamo terrorizzati, pensando a Chiara, con la sua disabilità, appesa a una parete, alta 12 metri, con un filo.	0	0.015	0.0254	0.0269	0.0173	0.019	0.0171	0.0218	0.0485	0.0755	0.1045	0.1976	0.1932
180620	In effetti entrando nel corpo di Albert Einstein la persona che si sentiva negata in matematica migliorava le proprie prestazioni.	Perché succede questo?	0	0.0874	0.104	0.1024	0.0779	0.0862	0.0954	0.1084	0.139	0.1507	0.1761	0.1389	0.1337
168217	Ci sono infinite ricette sia etologiche, sugli animali, sia fisiologiche ché neurofisiologiche che dimostrano come la memoria di apprendimento per un successo è 7 volte più duratura nel nostro cervello rispetto alla memoria di un insuccesso.	L'idea che dobbiamo per forza bruciarci la mano per imparare non è fondata.	0	0.0267	0.0483	0.0578	0.0445	0.0625	0.087	0.0864	0.1047	0.1135	0.1233	0.1671	0.1196
91411	E canta la sua canzone, pensa che questo sia la chiave, e si inventa questa canzone.	"Le chiediamo: ""Perché hai bisogno di saperlo? ""."	1	0.0352	0.0487	0.0384	0.0304	0.0401	0.0375	0.0397	0.0459	0.0538	0.0734	0.145	0.2007
24148	Oppure guardiamo quest'altro.	L'Assessore chiamò una serie di progettisti, mi assegnò via della Spiga e io decisi di replicare Spaccanapoli in via della Spiga con degli elementi fatti completamente di diodi luminosi.	1	0.0596	0.0881	0.0756	0.0641	0.0663	0.0659	0.0893	0.0741	0.0509	0.0615	0.0886	0.099
167799	Io sono un'amante, tra l'altro, della moda.	Quella bellezza interiore che ci fa sognare.	1	0.043	0.047	0.0509	0.0335	0.0375	0.0336	0.0367	0.0532	0.0921	0.1509	0.1975	0.206
15658	Allora, un tempo io sarei venuto qui su questo palco e vi avrei detto: bene, io sono così: se vi piaccio bene, sennò amici come prima.	Cosa significa?	1	0.0736	0.1149	0.1309	0.0945	0.1006	0.1056	0.1278	0.1715	0.2402	0.2413	0.121	0.1311
